index,id,release_date,production_budget,worldwide_gross,genre_ids
Life,51,1999,75000000,73521587,"[27, 878, 53]"
Life,66,2017,58000000,100929666,[18]
Life,66,2017,58000000,100929666,"[27, 878, 53]"
Life Before Her Eyes,38,2008,12000000,7203439,
Life During Wartime,44,2010,4500000,281447,
Life as We Know It,64,2010,38000000,105887837,
Life as a House,12,2001,18000000,23889158,
Life of Brian,88,1979,4000000,20468305,
Life of Pi,88,2012,120000000,620912003,"[12, 18, 28]"
Life of the Party,88,2018,30000000,65759911,[35]
"Life, or Something Like It",5,2002,40000000,14448589,
Lifeforce,79,1985,25000000,11603545,
Light It Up,91,1999,13000000,5871603,
Light Sleeper,58,1992,5000000,1050861,
Light from the Darkroom,19,2014,600000,0,
Lights Out,55,2016,5000000,148806510,"[53, 9648, 27]"
Like Crazy,74,2011,250000,3728400,"[18, 10749]"
Like Mike,95,2002,30000000,62432423,
Lilja 4-ever,48,2003,4500000,4556982,
Lilo & Stitch,46,2002,80000000,245800000,
Limbo,55,1999,8300000,2598224,[35]
Limitless,91,2011,27000000,155564919,"[53, 9648, 878]"
Lincoln,73,2012,65000000,273346281,"[36, 18]"
Lion,60,2016,12000000,149570720,[18]
Lion,60,2016,12000000,149570720,[18]
Lion of the Desert,50,1980,35000000,1500000,
Lions for Lambs,22,2007,35000000,63211088,
Lisa Picard is Famous,78,2001,1000000,113433,
Little Big Top,8,2008,240000,7484,
Little Black Book,51,2004,30000000,21758371,
Little Boy,65,2015,20000000,17769299,"[35, 18, 10752]"
Little Children,13,2006,14000000,14121177,
Little Fockers,70,2010,100000000,310650574,"[35, 10749]"
Little Man,22,2006,64000000,101636047,
Little Miss Sunshine,66,2006,8000000,100642353,
Little Nicky,87,2000,80000000,58270391,
Little Shop of Horrors,17,1986,30000000,38747385,
Little Voice,58,1998,6000000,21787233,
Little Women,19,1994,15000000,50003303,[18]
Live Free or Die Hard,21,2007,110000000,382288147,
Live and Let Die,94,1973,7000000,161800000,
Live by Night,17,2016,65000000,21774432,"[80, 18, 53]"
Live by Night,17,2016,65000000,21774432,"[80, 18, 53]"
Living Dark: The Story of Ted the Caver,38,2019,1750000,0,
Living Out Loud,99,1998,12000000,12905901,
Loaded Weapon 1,65,1993,13000000,27979399,
"Lock, Stock and Two Smoking Barrels",30,1999,1350000,28356188,
Locke,37,2014,2000000,2088390,"[18, 53]"
Locker 13,57,2014,300000,3496,"[27, 18, 53]"
Lockout,22,2012,20000000,33943049,"[28, 53, 878]"
Logan,59,2017,127000000,615461394,"[35, 18, 10751]"
Logan,59,2017,127000000,615461394,"[28, 18, 878]"
Logan Lucky,21,2017,29000000,44264271,"[28, 35, 80, 18]"
Logan's Run,3,1976,7000000,25000000,
Loin des hommes,52,2015,7700000,1080428,"[18, 10752]"
Lola rennt,35,1999,1750000,22879194,
Lolita,47,1998,55000000,1147784,
Lolita,1,1962,2000000,9250000,
London,68,2006,2000000,12667,
London Fields,24,2018,8000000,433732,"[80, 9648, 53, 18]"
London Has Fallen,80,2016,60000000,195194085,"[28, 53]"
London to Brighton,56,2009,825000,610776,
Lone Star,9,1996,5000000,12961389,
Lone Survivor,84,2013,40000000,149804632,"[28, 18, 10752]"
Lone Wolf McQuade,13,1983,5000000,12232628,
Lonesome Jim,51,2006,500000,602789,
Long Shot,75,2019,40000000,43711031,[99]
Looney Tunes: Back in Action,99,2003,80000000,54540662,
Looper,69,2012,30000000,170466405,"[28, 53, 878]"
Lord of War,61,2005,42000000,60437727,
Lords of London,34,2015,3440000,0,
Los CronocrÃ­menes,6,2008,2600000,564474,
Los insolitos peces gato,42,2014,1300000,54665,
Los tres entierros de Melquiades Estrada,20,2005,15000000,13454474,
Loser,19,2000,20000000,18250106,
Losin' It,47,1983,7000000,1246141,
Lost In Space,78,1998,80000000,136047317,
Lost River,60,2015,2000000,2009644,"[14, 53, 18]"
Lost Souls,71,2000,28000000,31320293,
Lost and Found,11,1999,14000000,6552255,
Lost in Translation,79,2003,4000000,117085297,
Lottery Ticket,90,2010,17000000,24719879,[35]
Love Actually,78,2003,45000000,248505300,
Love Happens,2,2009,18000000,36133014,
Love Jones,27,1997,10000000,12554569,
Love Letters,26,1984,550000,5269990,
Love Liza,76,2002,1000000,213137,
Love Me Tender,28,1956,1000000,9000000,
Love Ranch,19,2010,25000000,146149,[18]
Love Stinks,17,1999,4000000,2793776,
Love and Basketball,56,2000,15000000,27709625,
Love and Death,78,1975,3000000,20123742,
Love and Death on Long Island,75,1998,4030000,2542264,
Love and Other Catastrophes,79,1997,250000,743216,
Love and Other Drugs,29,2010,30000000,102716321,
Love in the Time of Cholera,23,2007,45000000,31077418,
Love in the Time of Monsters,81,2015,500000,0,"[27, 35]"
Love the Coopers,98,2015,18000000,42227490,"[35, 10751, 18]"
Love's Abiding Joy,41,2006,3000000,252726,
"Love, Simon",57,2018,10000000,65520633,"[35, 18, 10749]"
Lovely and Amazing,71,2002,250000,4613482,
"Lovely, Still",72,2010,5000000,282687,
Lovesick,33,1983,10100000,10143618,"[10749, 35]"
Loving,92,2016,9000000,12898064,"[10749, 18]"
Loving,92,2016,9000000,12898064,"[10749, 18]"
Loving Annabelle,2,2006,1000000,5382,
Lowriders,35,2017,916000,6188421,[18]
Lowriders,35,2017,916000,6188421,[]
Lowriders,35,2017,916000,6188421,[18]
Lucky Break,85,2002,6000000,4316497,
Lucky Dog,92,2014,2000000,0,[]
Lucky Number Slevin,2,2006,27000000,55495466,
Lucky Numbers,18,2000,65000000,10014234,
Lucky You,46,2007,55000000,6521829,
Lucy,83,2014,40000000,457507776,"[28, 878]"
Lumea e a mea,53,2015,168000,29678,
Luminarias,69,2000,1000000,428535,
Lunchtime Heroes,96,2015,100000,0,
Luther,43,2003,35000000,32717063,
LÃ¥t den rÃ¤tte komma in,36,2008,4500000,12247682,
LÃ©on,50,1994,16000000,45284974,
M*A*S*H,89,1970,3500000,81600000,
MA,66,2019,5000000,44300625,
MOOZ-lum,92,2011,1500000,372239,
MacGruber,42,2010,10000000,8629895,"[28, 12, 35]"
Machete,18,2010,12500000,46370970,"[28, 35, 53]"
Machete Kills,58,2013,20000000,18273009,"[28, 80, 53]"
Machine Gun Preacher,99,2011,30000000,3721988,"[28, 53, 80]"
Mad City,92,1997,50000000,10561038,
Mad Hot Ballroom,33,2005,500000,9387581,
Mad Max,14,1980,200000,99750000,
Mad Max 2: The Road Warrior,89,1982,2000000,24600832,
Mad Max Beyond Thunderdome,66,1985,10000000,36230219,
Mad Max: Fury Road,75,2015,150000000,370098020,"[28, 12, 878]"
Mad Money,28,2008,22000000,25044057,
Madadayo,59,1998,11900000,48856,
Madagascar,33,2005,75000000,556559566,
Madagascar 3: Europe's Most Wanted,97,2012,145000000,746921271,"[16, 10751, 35]"
Madagascar: Escape 2 Africa,71,2008,150000000,599680774,
Made,35,2001,5000000,5476060,
Made in Dagenham,14,2010,8000000,15644196,"[35, 18, 36]"
Made of Honor,44,2008,40000000,106548738,
Madea Goes To Jail,58,2009,17500000,90508336,
Madea's Big Happy Family,92,2011,25000000,54160818,"[35, 18]"
Madea's Family Reunion,48,2006,10000000,63320521,
Madison,88,2005,15500000,517262,
Maggie,47,2015,4500000,1027760,"[27, 18, 9648]"
Magic Mike,88,2012,7000000,170549753,"[18, 35]"
Magic Mike XXL,66,2015,14500000,123660597,"[35, 18]"
Magnolia,2,1999,37000000,48446802,
Maid in Manhattan,100,2002,55000000,163838217,
Major Dundee,74,1965,3800000,14873,
Major League,74,1989,11000000,49793054,
Malcolm X,61,1992,35000000,48169910,
Maleficent,84,2014,180000000,758536735,"[14, 12, 28, 10751, 10749]"
Malevolence,28,2004,200000,346106,
Malibu's Most Wanted,40,2003,15000000,34499204,
Mallrats,12,1995,6100000,2108367,
Malone,76,1987,10000000,3000000,
Mama,9,2013,15000000,148095566,[27]
Mambo Italiano,21,2003,5500000,12399772,
Mamma Mia!,68,2008,52000000,615748772,
Man cheng jin dai huang jin jia,22,2006,45000000,76904429,
Man of Steel,29,2013,225000000,667999518,"[28, 12, 14, 878]"
Man of the House,83,2005,50000000,22099706,
Man of the Year,47,2006,20000000,41342180,
Man on Fire,69,2004,60000000,130968579,[]
Man on Wire,5,2008,1900000,5617067,
Man on a Ledge,64,2012,42000000,49621440,"[28, 53, 80]"
Man on the Moon,74,1999,52000000,47407635,
Manchester by the Sea,30,2016,8500000,77733867,[18]
Manchester by the Sea,30,2016,8500000,77733867,[18]
Mandela: Long Walk to Freedom,35,2013,35000000,29890402,"[18, 36]"
Manderlay,71,2006,14200000,543306,
Mandy,71,2018,6000000,1427656,[18]
Mandy,71,2018,6000000,1427656,"[28, 53, 27, 14, 9648]"
Manglehorn,41,2015,4000000,797439,[18]
Maniac,28,1980,350000,10000000,[53]
Maniac,28,1980,350000,10000000,[27]
Manito,50,2003,25000,0,
Mao's Last Dancer,31,2010,18000000,25941437,"[18, 10749]"
Mar adentro,43,2004,13300000,39686345,
March or Die,49,1977,7000000,1000000,
Marci X,88,2003,20000000,1646664,
Margaret,27,2011,14000000,623292,[18]
Margin Call,37,2011,3400000,20433227,"[53, 18]"
Maria Full of Grace,56,2004,3200000,14441158,
Marie Antoinette,2,2006,40000000,60862471,
Marilyn Hotchkiss' Ballroom Dancing and Charm School,33,2006,2500000,497195,
Marley & Me,47,2008,60000000,247812011,
Marmaduke,59,2010,50000000,89895930,"[10751, 35]"
Married Life,30,2008,12000000,2975188,
Mars Attacks!,91,1996,80000000,101371017,
Mars Needs Moms,94,2011,150000000,39549758,"[12, 16, 10751]"
Marshall,7,2017,12000000,10116816,[18]
Marshall,7,2017,12000000,10116816,[18]
Martha Marcy May Marlene,42,2011,1000000,5438911,"[18, 53]"
Martian Child,12,2007,27000000,9352089,
Martin Lawrence Live: RunTelDat,80,2002,3000000,19184820,
Marvin's Room,89,1996,23000000,12803305,
Mary Poppins,17,1964,6000000,102272145,
Mary Poppins Returns,45,2018,130000000,341528518,"[14, 10751, 35]"
Mary Queen of Scots,60,2018,25000000,46734733,"[18, 36]"
Mary Reilly,41,1996,47000000,12900000,
Masked and Anonymous,69,2003,7500000,555335,
Master and Commander: The Far Side of the World,30,2003,135000000,212912137,
Mata Hari,24,1931,558000,900000,
Match Point,63,2005,15000000,87973835,
Matilda,23,2017,25000000,9370285,
Maurice,4,1987,2600000,3198308,
Maurice Richard,43,2007,8000000,0,
Max,36,2015,20000000,43658157,"[12, 18, 10751]"
Max Keeble's Big Move,93,2001,12000000,17292381,
Max Payne,69,2008,35000000,87775050,
Max Steel,68,2016,10000000,4563080,"[28, 12, 878]"
Max Steel,68,2016,10000000,4563080,"[28, 12, 878]"
Maximum Risk,71,1996,25000000,51702929,
May,36,2003,1750000,634803,
Maze Runner: The Death Cure,40,2018,61000000,265878536,"[28, 878]"
Maze Runner: The Scorch Trials,38,2015,61000000,310566162,"[28, 878, 53]"
"McFarland, USA",80,2015,17000000,45707924,[18]
McHale's Navy,66,1997,42000000,4408420,
Me Before You,20,2016,20000000,208265198,"[18, 10749]"
Me and Earl and the Dying Girl,100,2015,8000000,9266180,"[35, 18]"
Me and Orson Welles,13,2009,25000000,1190003,
Me and You and Everyone We Know,19,2005,2000000,9615464,
"Me, Myself & Irene",77,2000,51000000,149270999,
"Me, You and Five Bucks",6,2015,1500000,2105,
Mean Creek,44,2004,500000,1348750,
Mean Girls,69,2004,18000000,130953026,
Mean Machine,50,2002,4500000,92723,
Mechanic: Resurrection,94,2016,40000000,109738840,"[28, 80, 53]"
Medicine Man,46,1992,40000000,44948240,
Meek's Cutoff,40,2011,2000000,1869928,"[18, 37]"
Meet Dave,45,2008,60000000,50648806,
Meet Joe Black,16,1998,85000000,44650003,
Meet the Blacks,39,2016,900000,9097072,"[35, 27]"
Meet the Browns,37,2008,20000000,41975388,
Meet the Deedles,63,1998,24000000,4356126,
Meet the Fockers,43,2004,60000000,516567575,
Meet the Mormons,9,2014,2000000,6049171,
Meet the Parents,86,2000,55000000,330425040,
Meet the Spartans,20,2008,30000000,84646831,
Megaforce,30,1982,18000000,5675599,
Megamind,47,2010,130000000,321887208,"[16, 28, 35, 10751, 878]"
Megiddo: Omega Code 2,45,2001,22000000,6047691,
Mei Ren Yu,42,2016,60720000,554516671,
Melancholia,62,2011,9400000,21817298,"[18, 878]"
Memento,77,2001,5000000,39723096,
Memoirs of a Geisha,10,2005,85000000,161510853,
Memoirs of an Invisible Man,7,1992,40000000,14358033,
Men in Black,39,1997,90000000,587790539,
Men in Black 2,9,2002,140000000,441767803,
Men in Black 3,35,2012,215000000,654213485,"[28, 35, 878]"
Men in Black: International,42,2019,110000000,3100000,
Men of Honor,98,2000,32000000,82339483,
Men of War,92,1995,6000000,0,
Men with Brooms,64,2002,7500000,4239767,
"Men, Women and Children",76,2014,16000000,1685403,
Menace II Society,92,1993,3500000,27731527,
Mercury Rising,21,1998,60000000,32983332,
Mercy Streets,11,2000,600000,173599,
Message in a Bottle,91,1999,30000000,52880016,
Metallica Through the Never,37,2013,18000000,9082906,
Metegol,52,2013,22000000,34061097,"[16, 12, 10749]"
Meteor,63,1979,16000000,8400000,
Metropolis,39,2002,15000000,1405032,
Metropolitan,4,1990,430000,2938000,
Mi America,81,2016,2100000,3330,
Miami Vice,34,2006,135000000,163818556,
Michael Clayton,55,2007,21500000,92987651,
Michael Collins,84,1996,25000000,27572844,
Michael Jackson's This Is It,77,2009,60000000,252091016,
Michael Jordan to the MAX,10,2000,7000000,18642318,
Mickey Blue Eyes,65,1999,40000000,53864342,
Micmacs,67,2010,42000000,11756922,
Middle Men,94,2010,20000000,754301,
Middle School: The Worst Years of My Life,39,2016,8500000,23311293,"[10751, 35]"
Middle of Nowhere,23,2012,200000,236806,"[35, 18]"
Middle of Nowhere,23,2012,200000,236806,[18]
Midnight Cabaret,62,2013,300000,0,
Midnight Cowboy,85,1969,3600000,44785053,
Midnight Meat Train,49,2008,15000000,1590246,
Midnight Run,19,1988,30000000,81613606,
Midnight Special,35,2016,18000000,7680250,"[12, 18, 878]"
Midnight in Paris,83,2011,30000000,162502774,"[14, 35, 10749]"
Midnight in the Garden of Good and Evil,2,1997,35000000,25078937,
Midway,53,2019,59500000,0,
Mientras duermes,82,2012,5000000,9109597,[53]
Mientras duermes,82,2012,5000000,9109597,[53]
Mighty Joe Young,85,1998,80000000,50632037,
Mike and Dave Need Wedding Dates,73,2016,33000000,75898100,[35]
Mile 22,78,2018,35000000,66295121,[28]
Milk,63,2008,20000000,57293371,[99]
Milk,63,2008,20000000,57293371,"[28, 12, 35]"
Milk,63,2008,20000000,57293371,[27]
Million Dollar Arm,17,2014,25000000,39217912,[18]
Million Dollar Baby,54,2004,30000000,231928227,
Mindhunters,15,2005,27000000,16566235,
Mine Vaganti,68,2010,9100000,18872126,
Minions,73,2015,74000000,1160336173,"[10751, 16, 12, 35]"
Minority Report,61,2002,102000000,358824714,
Miracle,45,2004,28000000,64474705,
Miracle at St. Anna,20,2008,45000000,9676497,
Miracles from Heaven,50,2016,13000000,73798736,[18]
Mirror Mirror,7,2012,85000000,173613482,"[12, 35, 18, 10751, 14]"
MirrorMask,23,2005,4000000,973613,
Mirrors,90,2008,35000000,77220596,
Misconduct,15,2016,11000000,2352511,"[18, 53, 9648]"
Miss Bala,81,2019,15000000,15362298,"[18, 28]"
Miss Congeniality,57,2000,45000000,213420951,
Miss Congeniality 2: Armed and Fabulous,99,2005,60000000,101382396,
Miss Julie,33,2015,5500000,863895,[18]
Miss March,59,2009,6000000,4713059,
Miss Peregrineâs Home for Peculiar Children,30,2016,110000000,295986876,
Miss Potter,96,2006,30000000,35891257,
Miss Sloane,36,2016,18000000,7719630,"[18, 53]"
Miss Sloane,36,2016,18000000,7719630,"[18, 53]"
Mission to Mars,69,2000,90000000,106000000,
Mission: Impossible,40,1996,80000000,457697994,
Mission: Impossible 2,84,2000,120000000,549588516,
Mission: Impossible III,80,2006,150000000,397501348,
Mission: ImpossibleâFallout,92,2018,178000000,787456552,
Mission: ImpossibleâGhost Protocol,98,2011,145000000,694713230,
Mission: ImpossibleâRogue Nation,68,2015,150000000,688858992,
Mississippi Mermaid,59,1999,1600000,2627795,
Mo' Better Blues,15,1990,10000000,16153000,
Moana,62,2016,150000000,637517365,[99]
Moana,62,2016,150000000,637517365,"[12, 35, 10751, 16]"
Moana,62,2016,150000000,637517365,"[12, 35, 10751, 16]"
Moartea domnului Lazarescu,5,2006,425000,581304,
Moby Dick,31,1956,4500000,10400000,
Modern Problems,80,1981,8000000,24474312,
Modern Times,98,1936,1500000,199747,
MoliÃ¨re,54,2007,21600000,791154,
Molly,81,1999,21000000,17396,"[28, 878]"
Mollyâs Game,36,2017,30000000,53296424,
Mommie Dearest,91,1981,5000000,25032000,
Mommy,1,2015,4900000,17536004,[18]
Momsâ Night Out,20,2014,5000000,10537341,
Mona Lisa Smile,95,2003,65000000,141205169,
Mondays in the Sun,40,2003,4000000,146402,
Money Monster,98,2016,27000000,93466095,"[53, 18]"
Money Talks,9,1997,25000000,41076865,
Money Train,58,1995,68000000,77224232,
Moneyball,15,2011,50000000,111300835,[18]
Mongol,28,2008,18000000,27147349,
Monkeybone,70,2001,75000000,5409517,
Mononoke-hime,83,1999,20000000,150350000,
Monsoon Wedding,60,2002,1200000,27025600,
Monster,69,2003,5000000,64240813,[]
Monster,69,2003,5000000,64240813,[27]
Monster House,48,2006,75000000,141267370,
Monster Trucks,81,2017,125000000,61642798,"[28, 35, 878]"
Monster's Ball,84,2001,4000000,43766463,
Monster-in-Law,66,2005,45000000,155931301,
Monsters,50,2010,500000,5639730,"[18, 53, 878]"
Monsters,50,2010,500000,5639730,"[12, 18, 878]"
Monsters University,53,2013,200000000,743588329,"[16, 10751]"
Monsters vs. Aliens,4,2009,175000000,381687380,
"Monsters, Inc.",7,2001,115000000,559757719,
Monte Carlo,84,2011,20000000,39686769,"[12, 35, 10749]"
Monty Python and the Holy Grail,9,1975,400000,5028948,
Moon,37,2009,5000000,10676073,
Moonfall,95,2020,150000000,0,
Moonlight,64,2016,1500000,65245512,[18]
Moonlight,64,2016,1500000,65245512,[18]
Moonlight Mile,78,2002,21000000,6830957,
Moonraker,26,1979,31000000,210300000,
Moonrise Kingdom,33,2012,16000000,68848446,"[35, 18, 10749]"
Morgan,5,2016,8000000,7298786,[18]
Morgan,5,2016,8000000,7298786,"[27, 878, 53]"
Morning Glory,73,2010,40000000,59795070,"[35, 18, 10749]"
Mortal Engines,4,2018,100000000,85287417,"[12, 14]"
Mortal Kombat,10,1995,20000000,122133227,
Mortal Kombat: Annihilation,24,1997,30000000,51327406,
Mortdecai,48,2015,60000000,30396134,"[35, 12]"
Morvern Callar,78,2002,6000000,267194,
Mother and Child,48,2010,7000000,6537179,
Motherhood,22,2009,10000000,723388,
Motherâs Day,27,2016,25000000,52367022,
Moulin Rouge,61,2001,53000000,179200588,
Mouse Hunt,61,1997,38000000,61894591,
Movie 43,39,2013,10000000,31164747,[35]
Mr. 3000,48,2004,30000000,21827296,
Mr. Beanâs Holiday,26,2007,25000000,234981342,
Mr. Deeds,94,2002,50000000,171269535,
Mr. Hollandâs Opus,24,1995,31000000,106282604,
Mr. Nice Guy,41,1998,6000000,31716953,
Mr. Nobody,43,2013,46500000,22254,"[878, 18, 10749, 14]"
Mr. Peabody & Sherman,1,2014,145000000,269806430,"[16, 12, 10751]"
Mr. Poppers's Penguins,9,2011,55000000,189624452,
Mr. Smith Goes To Washington,69,1939,1500000,9000000,
Mr. Turner,18,2014,14000000,25187026,"[36, 18]"
Mr. and Mrs. Smith,18,2005,110000000,486124090,
Mrs. Doubtfire,61,1993,25000000,441286003,
Mrs. Henderson Presents,41,2005,20000000,27836366,
Mrs. Winterbourne,91,1996,25000000,10039566,
Much Ado About Nothing,82,1993,8000000,22549338,[35]
Mud,98,2013,10000000,31556959,[18]
Mulan,49,1998,90000000,303500000,
Mulholland Drive,14,2001,15000000,20785973,
Multiplicity,5,1996,45000000,20133326,
Mumford,31,1999,28700000,4559569,
"Mune, le gardien de la lune",13,2017,17000000,14534046,"[16, 10751, 12, 14, 35]"
Munich,53,2005,75000000,131492772,
Muppets From Space,56,1999,24000000,16304786,
Muppets Most Wanted,20,2014,55000000,79312301,"[35, 12, 80, 10751]"
Murder by Numbers,62,2002,50000000,56643267,
Murder on the Orient Express,95,2017,55000000,345922730,"[80, 18, 9648]"
Murder on the Orient Express,95,2017,55000000,345922730,"[80, 18, 9648]"
Murderball,30,2005,350000,1772979,
Music and Lyrics,39,2007,40000000,146196885,
Must Love Dogs,66,2005,35000000,58405313,
Mustang,21,2015,1400000,5552584,[18]
Mutant World,15,2015,1500000,0,
Mutiny on The Bounty,44,1962,19000000,13680000,
Mutual Appreciation,39,2006,30000,103509,
Mutual Friends,1,2014,450000,0,
My All-American,85,2015,20000000,2246000,
My Baby's Daddy,92,2004,12000000,17322212,
My Beautiful Laundrette,21,1986,400000,0,
My Best Friend's Girl,97,2008,20000000,34787111,
My Best Friend's Wedding,44,1997,46000000,298923419,
My Big Fat Greek Wedding,48,2002,5000000,374890034,
My Big Fat Greek Wedding 2,77,2016,18000000,92096558,"[10749, 35, 10751]"
My Big Fat Independent Movie,55,2005,3000000,4655,
My Bloody Valentine,80,2009,14000000,102836002,
My Blueberry Nights,97,2008,10000000,22198996,
My Boss's Daughter,98,2003,14000000,15549702,
My Cousin Vinny,72,1992,11000000,52929168,
My Date With Drew,82,2005,1100,181041,
My Dog Skip,95,2000,7000000,35795319,
My Dog Tulip,31,2010,350000,310891,
My Fair Lady,71,1964,17000000,72071636,
My Favorite Martian,16,1999,60000000,36850101,
My Fellow Americans,57,1996,21500000,22331846,
My Girl,19,1991,16500000,58011485,
My Girlfriend's Boyfriend,26,2010,1400000,0,[35]
My Last Day Without You,15,2013,1000000,0,"[35, 18, 10749]"
My Life Without Me,32,2003,2500000,12267275,
My Life in Ruins,100,2009,17000000,20477425,
My Name is Bruce,96,2008,1500000,173066,
My Name is Khan,52,2010,8470000,42355526,
My Own Private Idaho,23,1991,2500000,6401336,
My Sister's Keeper,84,2009,27500000,96673002,
My Soul to Take,68,2010,25000000,16727470,"[18, 27, 9648, 53]"
My Stepmother Is an Alien,59,1988,16000000,13854000,
My Summer of Love,46,2005,1700000,4727375,
My Super Ex-Girlfriend,46,2006,30000000,60772856,
My Week with Marilyn,22,2011,10000000,34240572,[18]
Mystery Men,60,1999,68000000,33462011,
"Mystery, Alaska",75,1999,28000000,8891623,
Mystic Pizza,40,1988,6000000,12793213,
Mystic River,56,2003,30000000,156822020,
MÃ¤n som hatar kvinnor,83,2009,13000000,109421911,
N-Secure,54,2010,1600000,2595644,"[18, 80, 53]"
Nacho Libre,93,2006,32000000,99296462,
Naked Gun 33 1/3: The Final Insult,96,1994,30000000,51041856,
Namastey London,53,2007,8400000,6831069,
Nancy Drew,79,2007,20000000,30703845,
Nanjing! Nanjing!,45,2009,12000000,20122558,
Nannerl la soeur de Mozart,42,2011,4500000,2404639,
Nanny McPhee,100,2006,25000000,128745578,
Nanny McPhee and the Big Bang,93,2010,35000000,97799865,"[35, 14, 10751]"
Napoleon Dynamite,8,2004,400000,46122713,
Narc,61,2002,7500000,11843260,
National Lampoon's Animal House,64,1978,3000000,141600000,
National Lampoonâs Vacation,14,1983,15000000,61400000,
National Lampoonâs Van Wilder,30,2002,6000000,39241323,
National Treasure,68,2004,100000000,331323410,
Naturally Native,94,1999,700000,10508,
Navy SEAL vs. Zombies,98,2015,5000000,0,
Ne le dis Ã personne,62,2008,18500000,33954018,
Neal n' Nikki,40,2005,1300000,329621,
Nebraska,91,2013,12000000,24761360,"[18, 12]"
Need for Speed,70,2014,66000000,194169619,"[28, 80, 18, 53]"
Neighbors,64,2014,18000000,270944428,[35]
Neighbors 2: Sorority Rising,56,2016,35000000,108757621,[35]
Nemesis,30,1993,2000000,2001124,
Nerve,43,2016,20000000,70652284,"[35, 18]"
Nerve,43,2016,20000000,70652284,"[35, 18]"
Nerve,43,2016,20000000,70652284,"[9648, 12, 80]"
Network,71,1976,3800000,23689877,
Never Again,47,2002,500000,308793,
Never Back Down,71,2008,21000000,39319801,
Never Back Down 2: The Beatdown,64,2011,3000000,0,"[18, 28]"
Never Let Me Go,29,2010,15000000,11173718,"[18, 10749, 878]"
Never Say Never Again,9,1983,36000000,160000000,
New Yearâs Eve,31,2011,26000000,146850273,
New York Minute,10,2004,40000000,21215882,
New York Stories,96,1989,15000000,10763469,
"New York, New York",3,1977,14000000,13800000,
New in Town,90,2009,8000000,29937909,
Newlyweds,73,2012,9000,4584,"[35, 10749]"
Next,43,2007,70000000,73591500,
Next Day Air,93,2009,3000000,10172519,
Next Friday,53,2000,9500000,59675307,
Next Stop Wonderland,40,1998,1000000,3465703,
Niagara,53,1953,1250000,2500000,"[16, 18]"
Nicholas Nickleby,87,2002,10000000,1562800,
Nick and Norah's Infinite Playlist,77,2008,10000000,33886017,
Night School,16,2018,29000000,103008792,[99]
Night School,16,2018,29000000,103008792,[35]
Night at the Museum,17,2006,110000000,579446407,
Night at the Museum: Battle of the Smithsonian,73,2009,150000000,402231063,
Night at the Museum: Secret of the Tomb,60,2014,127000000,353756621,"[12, 35, 14, 10751]"
Night of the Living Dead,69,1990,4200000,5835247,[27]
Night of the Living Dead,77,1968,114000,30087064,[27]
Night on Earth,29,1992,2000000,2022893,
Nightcrawler,34,2014,8500000,50334418,"[80, 18, 53]"
Nighthawks,1,1981,5000000,19600000,
Nightlights,88,2014,250000,21147,
Nikita,33,1991,7000000,5017971,
NiktÃ©,56,2009,2400000,1333891,
Nim's Island,97,2008,37000000,101857425,
Nine,100,2009,80000000,53508858,"[16, 12]"
Nine 1/2 Weeks,24,1986,18000000,6734844,
Nine Dead,82,2009,2000000,0,"[80, 18, 27, 9648]"
Ninja Assassin,54,2009,50000000,62209892,
Nixon,14,1995,45000000,34668249,
No Country for Old Men,81,2007,25000000,164035753,
No End In Sight,36,2007,2000000,1433319,
No Escape,74,2015,5000000,42844516,"[28, 53]"
No Good Deed,44,2014,13200000,54323210,"[80, 53]"
No Looking Back,70,1998,5000000,143273,
No Man's Land,52,2001,1000000,2684207,[18]
No Man's Land,52,2001,1000000,2684207,[99]
No Man's Land: The Rise of Reeker,83,2008,2000000,0,
No Reservations,57,2007,28000000,91943956,
No Strings Attached,84,2011,25000000,149228078,"[35, 10749]"
No se Aceptan Devoluciones,62,2013,5000000,100486616,"[35, 18]"
Noah,51,2014,130000000,352831065,[18]
Noah,51,2014,130000000,352831065,"[18, 12]"
Noah,51,2014,130000000,352831065,[99]
Nobodyâs Fool,38,2018,19000000,32589493,
Nochnoy dozor,70,2006,4200000,33913542,
Nocturnal Animals,3,2016,22500000,32398681,"[18, 53]"
Nocturnal Animals,3,2016,22500000,32398681,"[18, 53]"
Nomad,37,2007,40000000,79123,
Non-Stop,2,2014,50000000,222383055,"[10770, 18, 9648, 53]"
Non-Stop,2,2014,50000000,222383055,"[28, 53, 9648]"
Norm of the North,9,2016,18000000,30535660,"[12, 16, 35, 10751]"
North Country,57,2005,30000000,23676771,
Northfork,7,2003,1900000,1445140,
Not Another Teen Movie,32,2001,15000000,62401343,
Not Cool,69,2014,800000,35688,[35]
Not Easily Broken,19,2009,5000000,10732909,
Not Safe For Work,51,2014,2500000,0,
Notes on a Scandal,88,2006,27500000,50578411,
Nothing,57,2003,4000000,63180,[18]
Nothing But a Man,53,2012,300000,17241,
Nothing To Lose,4,1997,25000000,64594061,
Notorious,37,2009,19000000,44972183,
Notorious,90,1946,2000000,24464742,
Notting Hill,45,1999,42000000,363728085,
November,81,2005,250000,191862,"[18, 14, 27, 10749]"
November,81,2005,250000,191862,"[18, 14, 27, 10749]"
Novocaine,68,2001,6000000,2522928,
